holiday_id,holiday_name,holiday_month,holiday_date,holiday_img,holiday_blurb,holiday_email,Good to Go,Needs Updating,New Holiday for Date
261,National Table Shuffleboard Day,9,17,/static/media/holiday_images/9-september/9-17-national_table_shuffleboard_day.jpg,"National Table Shuffleboard Day celebrates the classic game of strategy and skill, invented in 15th century England. Players from all over the world take to their tables to enjoy a friendly game of knockout shuffleboard. Whether it's a porch table or a fancy club game, celebrate with a shuffleboard contest!","National Table Shuffleboard Day is an occasion to celebrate the classic game of table shuffleboard, a popular pastime that has seen a resurgence in popularity in recent years. Celebrate with friends, family, or online friends, by holding a game night, hosting a tournament, and enjoying some beats. It’s all about having fun!",,,
268,Bluebird of Happiness Day,9,24,/static/media/holiday_images/9-september/9-24-bluebird_of_happiness_day.jpg,"Bluebird of Happiness Day is an annual celebration of hope and optimism, encouraging us to focus on the good things in life. The tradition is said to stem from an old children's fable, where a small boy treks to find the Bluebird of Happiness, a symbol of joy and contentment. Today, the celebration of Bluebird of Happiness Day reminds us to look for, and relish, the wonder and beauty of life.","Bluebird of Happiness Day celebrates the power of optimism! A reminder that no matter how bad things seem, if we keep hope alive, the future will be brighter. Share this special day with family and friends – and always remember, the bluebird of happiness is with you!",,,
270,National Pancake Day,9,26,/static/media/holiday_images/9-september/9-26-national_pancake_day.jpg,"National Pancake Day is a day for people to enjoy and celebrate the deliciousness of pancakes! Celebrated on the Tuesday before Ash Wednesday, it has its roots going back to the 17th century in the Christian tradition of Pancake Tuesday or Shrove Tuesday. Celebrate the day with family and friends by making pancakes!","National Pancake Day is a day filled with deliciousness! Celebrated on March 8th, this annual event brings joy to pancake lovers all around the world. Enjoy flipping, stacking and filling stacks of sweet, fluffy pancakes with your favorite toppings. After all, what's better than a day devoted to celebrating pancakes?",,,
273,National Coffee Day,9,29,/static/media/holiday_images/9-september/9-29-national_coffee_day.jpg,"Celebrate National Coffee Day and enjoy a cup of your favorite brew! Established in 2005, National Coffee Day recognizes the significance of coffee and the powerful impact it has on cultures around the world. Celebrate with friends, family, or just some much-deserved time alone with a fresh cup of joe!","National Coffee Day celebrates the flavors, aromas, and camaraderie of one of the world's most beloved beverages. On this day, coffeehouses, restaurants, and local establishments offer special discounts, promotional deals, and scrumptious menu items to celebrate one of the world's most popular drinks. Celebrate with friends, family, or even alone with a hot cup of your favorite brew!",,,
274,National Chewing Gum Day,9,30,/static/media/holiday_images/9-september/9-30-national_chewing_gum_day.jpg,"National Chewing Gum Day celebrates America's favorite sweet treat! The day was created in the early 1990s by school administrators in Connecticut to recognize bubble blowing as an educational activity - a fun way to encourage students to learn. National Chewing Gum Day is now celebrated each year and is a day to enjoy the tasty treat and the creativity it encourages. So, grab a stick of gum and start munching!","National Chewing Gum Day is all about celebrating that unique and delicious habit. Today is the perfect day to pull out your favorite flavor and get rid of stress by popping a bubble or two. Chewing gum is a great way to bring people together, so why not share it with your friends and family? Enjoy the gum and have some fun today!",,,
267,International Day of Sign Languages,9,23,/static/media/holiday_images/9-september/9-23-international_day_of_sign_languages.jpg,"International Day of Sign Languages honors the importance of sign languages in the deaf community. Established in 2018 by the United Nations, this day celebrates the right of deaf people to access their native language. Sign languages transit hope, culture and identity for many who use them as their primary form of communication.",International Day of Sign Languages is an annual celebration of sign languages and of the people who use them! It is an opportunity to raise awareness of the importance of sign languages for communication among deaf and hard-of-hearing people as well as to promote the rich cultures and histories of sign language users around the world.,,,
271,Crush A Can Day,9,27,/static/media/holiday_images/9-september/9-27-crush_a_can_day.jpg,"Crush A Can Day is an annual event to raise awareness for recycling and sustainability. Started in 2005 in Colorado, it encourages everyone to celebrate the power of recycling by taking part in a can-crushing ceremony. Every August, gather friends, family, and even your local government to crush a few cans and mark the occasion. Celebrate sustainability and the environment today! #CrushACanDay","Crush A Can Day is an annual event dedicated to raising awareness about the environmental impacts of using and disposing of aluminum cans. Celebrate by organizing an event in your community to collect and responsibly dispose of cans, and remind your friends and family to recycle. Join us in taking a simple but powerful action to help protect our planet!",,,
277,National Boyfriend Day,10,3,/static/media/holiday_images/10-october/10-3-national_boyfriend_day.jpg,National Boyfriend Day celebrates the supportive and loving relationships in our lives. It falls on October 3rd each year and was created to be a fun way to show the special men in our lives they're loved and appreciated. So don't forget to make your special guy feel loved on National Boyfriend Day!,National Boyfriend Day is an annual celebration to recognize the loving bond between boyfriends and their partners. This day is the perfect opportunity for partners to express gratitude and appreciation for the role that their boyfriends play in their lives and to celebrate their relationship together.,,,
280,National Noodle Day,10,6,/static/media/holiday_images/10-october/10-6-national_noodle_day.jpg,"National Noodle Day celebrates all things noodle! Originating in Japan in 1995, this foodie holiday has expanded into a worldwide celebration of the versatile noodle! From ramen to mac & cheese to pho, enjoy your favorite noodle dish to join in the celebration.","Celebrate National Noodle Day with your favorite bowl of noodles! Indulge in a hearty dish of your favorite noodles — whether it's mac and cheese, ramen, spaghetti, or something else entirely. Whatever way you slurp it up, enjoy the delight of noodles on this special day!",,,
282,National Pierogi Day,10,8,/static/media/holiday_images/10-october/10-8-national_pierogi_day.jpg,"National Pierogi Day celebrates the traditional Eastern European dish! Pierogis (dumplings filled with various ingredients) have a long history during holidays throughout the year. Though the exact origin is unknown, the pierogi has become a staple in many countries and is celebrated every year!","National Pierogi Day celebrates the beloved Eastern European dumpling. Every year, thousands of people across the globe indulge in pierogis of all varieties to honor their unique and delicious shape, texture, and flavor. Whether filled with cheese, mushrooms, potatoes, or your favorite fillings, there's a pierogi for everyone to enjoy!",,,
276,National Name Your Car Day,10,2,/static/media/holiday_images/10-october/10-2-national_name_your_car_day.jpg,"National Name Your Car Day is an exciting, annual celebration that gives car owners the chance to express their creativity! It's thought to have started in the 1960s as a way for car owners to show off their individuality. Celebrate National Name Your Car Day by picking the perfect name for your ride!","National Name Your Car Day is a day dedicated to showing appreciation for our automobile companions. Celebrate by giving your car a fitting name that reflects your bond and connection. Whether your trusty set of wheels has already earned an affectionate title or you're looking for inspiration, rev up the fun and add a personal flare to the occasion.",,,
279,Get Funky Day,10,5,/static/media/holiday_images/10-october/10-5-get_funky_day.jpg,"Celebrate being unique and dancing to the beat of your own drum on Get Funky Day! This annual celebration encourages everyone to explore their passions and proudly express themselves. First established in 2018, Get Funky Day was started to promote acceptance and diversity. Let's all embark on an adventure of self-discovery and make each day a bit funkier.","Get Funky Day is a wild celebration of music, dance, and art! Let your creativity run wild with funky costumes, outlandish activities, and innovative art. Get Funky Day is a day of outrageous fun for all ages. Dance to the beat of your own drum and express yourself through a funky extravaganza of passion and energy!",,,
283,National Sneakers Day,10,9,/static/media/holiday_images/10-october/10-9-national_sneakers_day.jpg,"National Sneakers Day is an annual celebration on the first Saturday of April. It’s a day to honor and recognize the classic fashion statement of sneakers everywhere. From Keds, to Converse and Nikes, sneakers are an iconic part of fashion history. Talk about classic, National Sneakers Day has been around since the 1940s, when the term sneakers first appeared. Let’s lace up and celebrate!","National Sneakers Day, held annually, celebrates the humble sneaker—the comfortable, reliable go-to of active folk everywhere. It's a day to flaunt our collections, appreciate hi-top craftsmanship, and of course, slip into something more comfortable. #NationalSneakersDay",,,
286,Pulled Pork Day,10,12,/static/media/holiday_images/10-october/10-12-pulled_pork_day.jpg,"Pulled Pork Day celebrates the slow-roasted, tender pork shoulder, pulled apart and soaked in delicious barbecue sauce. The tradition dates back to colonial America and is now a beloved favorite throughout the South and beyond. Enjoy it with sides like coleslaw and fries.","Celebrate Pulled Pork Day and treat yourself to succulent smoked and pulled pork. This convenient, deliciously flavored pork is perfect for classic BBQ sandwiches, frying up with barbecue sauce, and more. Make your next gathering the best it can be with guest-favorite pulled pork!",,,
289,National Grouch Day,10,15,/static/media/holiday_images/10-october/10-15-national_grouch_day.jpg,"National Grouch Day is a day to celebrate grouches, grumps, and all other forms of grumpiness! Founded in 2010 by Theodor Geisel (aka Dr. Seuss), this day encourages everyone to embrace their inner grumpy side for a day. Whether it's being cranky about the weather or grouching up the office, there's no better day to get your grouch on!","National Grouch Day is an annual celebration for all of the grumps, curmudgeons, and pessimists out there. Its purpose is to make light of the bad moods that we all experience and to embrace our inner grouch with compassion and understanding. So, show off your grumpy side and celebrate National Grouch Day!",,,
290,Dictionary Day,10,16,/static/media/holiday_images/10-october/10-16-dictionary_day.jpg,"Dictionary Day is celebrated every year to recognize the birthday of Noah Webster, the father of the American dictionary. On this day, it's not only a celebration of writing and language, but also a chance to recognize the work of lexicographers who build and refine dictionaries. It's a day to learn new words, brush up on existing ones, and appreciate the power of language.","Dictionary Day is an annual celebration of dictionaries, language, and wordplay. Today, let's come together to honor Noah Webster for creating the first American Dictionary and empowering generations of readers and writers.",,,
285,National Sausage Pizza Day,10,11,/static/media/holiday_images/10-october/10-11-national_sausage_pizza_day.jpg,National Sausage Pizza Day celebrates this delicious Italian-American dish. Sausage pizza is thought to have originated in the 1920s in America after Italian immigrants brought the tasty topping to the US. Celebrate National Sausage Pizza Day with your favorite version of this delicacy!,"National Sausage Pizza Day is a unique and tasty way to celebrate! This special day honors the delicious combination of sausage and pizza, an iconic food pairing. Join us in saluting this mouth-watering treat to satisfy all your cravings on this momentous holiday!",,,
288,Be Bald and Be Free Day,10,14,/static/media/holiday_images/10-october/10-14-be_bald_and_be_free_day.jpg,"Be Bald and Be Free Day is an international holiday celebrated every year as a way to demonstrate solidarity and support for those who have lost their hair due to chemotherapy or other medical conditions. The holiday has been celebrated since 2000 and is aimed at creating a sense of community, build self-esteem, and raise awareness about the realities of hair loss due to medical treatments.","Be Bald and Be Free Day encourages those with alopecia, cancer, or other illnesses, as well as anyone else to go bald and enjoy life without the pressures of societal expectations. Breaking past artificial desirability norms, this day celebrates owning who you are and raises awareness about issues concerning hair loss.",,,
292,Hagfish Day,10,18,/static/media/holiday_images/10-october/10-18-hagfish_day.jpg,"Hagfish Day is a day for all to appreciate the unique and ancient hagfish. They inhabit our oceans, living in the muddy or sandy bottoms and secrete slime for self-defense. The hagfish has been around for 500 million years and is sometimes referred to as the “living fossil”. Whether as an educational tool for children or appreciation of the remarkable creature, Hagfish Day celebrates both!",Happy Hagfish Day! Celebrate this slithery creature with facts about its anatomy and behavior such as its ability to produce slime. Learn about the importance of the hagfish in the food chain and its role in maintaining healthy ecosystems around the world. Join us in honoring this unique and amazing creature!,,,
298,National Bologna Day,10,24,/static/media/holiday_images/10-october/10-24-national_bologna_day.jpg,"National Bologna Day is a day to appreciate the humble yet tasty bologna sausage. It was created when two bologna-loving congressmen from Pennsylvania organized a state-wide Bologna competition in 1954. Ever since, it's been an annual celebration of this hearty and savory delicacy.",National Bologna Day is an annual food holiday celebrated every year! It is the perfect day to enjoy a classic bologna sandwich with your favorite condiments and sides. Celebrate the deliciousness of bologna and have a mini sandwich party with your family or sizzle up a bologna slice on the grill for a special treat!,,,
300,National Chicken Fried Steak Day,10,26,/static/media/holiday_images/10-october/10-26-national_chicken_fried_steak_day.jpg,"National Chicken Fried Steak Day is an annual event that celebrates the flavorful, traditional Southern dish which consists of a cube steak that has been coated with seasoned flour and pan-fried. It is typically served smothered in gravy. The dish is believed to have originated in the early 1870s in Texas. Celebrate this tasty and iconic dish by enjoying some delicious chicken fried steak!","Celebrate National Chicken Fried Steak Day today! Indulge in a Southern classic with a pan-fried steak covered in a delicious and flavorful gravy. Enjoy this comfort food favorite any way you like; from breakfast to dinner, it's sure to satisfy your taste buds!",,,
294,International Chef's Day,10,20,/static/media/holiday_images/10-october/10-20-international_chefs_day.jpg,"International Chef's Day is celebrated yearly to celebrate the impact chefs have worldwide. It was created to pay homage to Auguste Escoffier, the French chef who pioneered modern culinary techniques and professional standards. Enjoy a special dish in honour of all chefs on this special day!","International Chef's Day is a time to recognize the hard work and skill of chefs across the world! This day focuses on honoring the incredible creativity, passion and dedication of culinary professionals dedicated to creating amazing dishes for their patrons. Let's raise a glass to the amazing chefs everywhere!",,,
295,International Sloth Day,10,21,/static/media/holiday_images/10-october/10-21-international_sloth_day.jpg,"International Sloth Day was created to recognize and protect sloths, the beloved shy but endearing animals. Every year, people around the world focus on educating and inspiring the public to appreciate these gentle creatures and take action against their decline. The holiday was started by The Plant and Animal Welfare Society (PAWS) in 2010. #GoSloth!",Celebrate the slow and steady awesomeness of sloths with International Sloth Day! Enjoy the chill vibes and have fun learning more about these unique creatures. Support sloth conservation efforts and share your love for these amazing animals. #InternationalSlothDay,,,
297,TV Talk Show Host Day,10,23,/static/media/holiday_images/10-october/10-23-tv_talk_show_host_day.jpg,"TV Talk Show Host Day celebrates the incredible work of TV talk show hosts - the faces of entertainment and news that have captivated audiences for decades. It was first established over 30 years ago to honour the very first talk show hosts and to reflect on the impact they've had on entertainment. From Late Night to The View, celebrate the brilliance of TV talk show hosts on this special day!","TV Talk Show Host Day celebrates all the dynamic and entertaining personalities of the talk show world! From late night hosts to morning show anchors, let's take the time to recognize the people behind the screens that make us laugh, think, or bop along. It's time to shine the light!",,,
308,Give Someone a Dollar Day,11,3,/static/media/holiday_images/11-november/11-3-give_someone_a_dollar_day.jpg,"Give Someone a Dollar Day began in 2002 with the aim of offering people an easy way to recognize the importance of kindness, with the simple gesture of 'paying it forward'. Every Give Someone a Dollar Day, take a dollar (or more!) from your pocket to give to a friend, or even a stranger, in need. Encouraging kindness has the power to make a real difference in people's lives.","Give Someone a Dollar Day is a day dedicated to spreading joy and kindness! It’s a day where you put your pocket change to good use and motivate others to do the same by giving back. Whether you’re handing out dollar bills or doing something to brighten someone’s day, today is the day to let your generosity shine!",,,
302,National Chocolate Day,10,28,/static/media/holiday_images/10-october/10-28-national_chocolate_day.jpg,"Celebrate National Chocolate Day! In its honor, revel in the sweet luxury of indulging in a delicious piece of chocolate. This early-American tradition dates back to 1764, when the first chocolate factory began production of chocolate in Massachusetts. Enjoy this special holiday with friends and family!","National Chocolate Day is a time to indulge in your favorite chocolate treats, from cookies to cake to candy bars! Whether you prefer dark chocolate or milk chocolate, National Chocolate Day is the perfect occasion to treat yourself and enjoy the creamy, sweet deliciousness of chocolate.",,,
303,National Oatmeal Day,10,29,/static/media/holiday_images/10-october/10-29-national_oatmeal_day.jpg,"National Oatmeal Day is a day in honor of the beloved breakfast staple. It's a day to acknowledge the health benefits of oats and a great excuse to enjoy this versatile, delicious, and nourishing meal. The idea can be traced back to the Quaker Oats Company in the 1800s, but it's now celebrated worldwide. Enjoy your oatmeal and celebrate this tasty (and healthy) holiday! #NationalOatmealDay","National Oatmeal Day celebrates this hearty, warm and comforting breakfast. Oatmeal is a nutritious dish that helps keep us full and energized all day. Celebrate National Oatmeal Day by trying out new toppings or adding extras like honey, peanut butter, or fruit!",,,
307,National Deviled Egg Day,11,2,/static/media/holiday_images/11-november/11-2-national_deviled_egg_day.jpg,"National Deviled Egg Day celebrates the universal favorite snack. The creamy filling of boiled eggs and spicy condiments is a classic comfort food! Older recipes trace back to Ancient Rome, where it was called ""ovum cube"". Enjoy this delicious dish today! #NationalDeviledEggDay","National Deviled Egg Day is an annual celebration that allows everyone to enjoy the classic dish. Devilled eggs are a simple yet delicious snack which consist of a hard boiled egg, mayonnaise, mustard, paprika, and other spices. Celebrate this delicious treat on the second Saturday of May each year.",,,
310,National Love Your Red Hair Day,11,5,/static/media/holiday_images/11-november/11-5-national_love_your_red_hair_day.jpg,"National Love Your Red Hair Day is a day to embrace, support and celebrate those with red hair. It was founded by Emma Pattee in 2015 with the dream to create a community of redheads to share their stories and fight against bullying. Join the celebration, and spread the love for redheads worldwide! #LoveYourRedHairDay","National Love Your Red Hair Day is a day of celebration to honor those courageous and unique enough to rock their vibrant locks! First observed in 2015, the purpose of this day is to show love and appreciation to redheads everywhere. So, embrace your red hair today and join the movement to celebrate all redheads!",,,
305,National Caramel Apple Day,10,31,/static/media/holiday_images/10-october/10-31-national_caramel_apple_day.jpg,National Caramel Apple Day is a day to pay homage to the popular sugary snack made of apples covered in caramel. This holiday can be traced back to the 1950's when confectioners began dipping apples in caramel to make them even sweeter. Celebrate by making a homemade caramel apple or buying one of your favorite varieties!,"National Caramel Apple Day is an annual celebration of the iconic treat! Enjoyed by both young and old alike, it's a day to indulge in a sticky-sweet classic, whether you enjoy it simply, covered in nuts, or dipped in chocolate. Celebrate today!",,,
313,Cook Something Bold Day,11,8,/static/media/holiday_images/11-november/11-8-cook_something_bold_day.jpg,"Cook Something Bold Day is an annual celebration of putting flavour first. On this day, people from all around the world challenge themselves to create an original and daring new dish. The event has been celebrated since 2011, with home cooks, celebrity chefs, and food fans uniting to bring their boldest recipes to life.",Cook Something Bold Day is the perfect opportunity to step out of your comfort zone in the kitchen and try something new! Take the time to explore flavors and recipes from different cultures around the world and discover a delicious new favorite dish. Celebrate your culinary creativity on Cook Something Bold Day!,,,
316,World Origami Day,11,11,/static/media/holiday_images/11-november/11-11-world_origami_day.jpg,"World Origami Day is a celebration of the Japanese art of paper folding. Origami has been around since the 17th century and has grown in popularity worldwide. On World Origami Day, people learn about origami, practice the craft and share their creations. It's a fun, creative way to come together and share in the timeless tradition of paper folding !","World Origami Day is a unique celebration of the traditional Japanese art of paper-folding. This annual event shares origami's beauty with all ages. From simple cranes to complex shapes, come and join us to discover the magic of origami!",,,
317,Happy Hour Day,11,12,/static/media/holiday_images/11-november/11-12-happy_hour_day.jpg,"Happy Hour Day is a festive day to celebrate the beginning of the weekend. This day is traditionally celebrated by getting together with friends and raising a toast to the fun times ahead. Many people enjoy unwinding with a cool beverage and catching up with friends on this day. The tradition began in the 1880s when bars and pubs started offering discount rates on drinks during certain hours of the day. Now, it is celebrated around the world and is widely seen as the best part of the work week.","Happy Hour Day is the perfect day to relax and unwind with friends! Enjoy savings on delicious drinks and snacks while making memories and having fun with those who mean the most to you. Grab your favorite beverage or snack, and make tonight a Happy Hour!",,,
319,National Pickle Day,11,14,/static/media/holiday_images/11-november/11-14-national_pickle_day.jpg,"Celebrate National Pickle Day! Originated in the U.S. in the 1980s, this day acknowledges the cucumber-based treat's importance in many cultures. Enjoy pickles in all forms: pickled, fried, whole, or in a sandwich. Spread the pickle love!","National Pickle Day is an annual event in the United States. Today is a day dedicated to celebrating the beloved pickle and all its delicious varieties. This day is perfect for pickle lovers with activities ranging from pickle-themed parties to pickle-eating competitions! Celebrate National Pickle Day with a delicious dill, sweet, sour, or any of the other pickle options!",,,
312,Hug a Bear Day,11,7,/static/media/holiday_images/11-november/11-7-hug_a_bear_day.jpg,"Hug a Bear Day is a day to celebrate teddy bears and stuffed animals by giving them lots of hugs! It has been celebrated as early as 1907, when two Russian survivors of the Titanic found comfort in a teddy bear gifted to them by their rescuers. Celebrate this special day with a furry friend!","Hug a Bear Day is an annual celebration of love and appreciation for bears of all shapes and sizes. Celebrate the day by taking time out of your day to give a hug to your favorite stuffed bear, volunteer at a wildlife sanctuary or local animal shelter, or create a special craft for a bear in need. Celebrate the day by connecting with the power of bears and spreading love.",,,
315,International Accounting Day,11,10,/static/media/holiday_images/11-november/11-10-international_accounting_day.jpg,"International Accounting Day celebrates the profound impact accountants and accounting principles have had on the world. Established in 1993 by the International Federation of Accountants, Accounting Day marks the way these principles facilitate global understanding by paving the way for communication and collaboration between nations.","International Accounting Day is an opportunity for the accounting community to pause every year and celebrate the incredible job accountants do in keeping the world financially accountable. It's a day to recognize the hard work of accountants in making sure we all play by the same fiscal rules, no matter where we are in the world.",,,
322,National Take a Hike Day,11,17,/static/media/holiday_images/11-november/11-17-national_take_a_hike_day.jpg,"National Take a Hike Day is celebrated on the first Saturday of every November. This day encourages people to get out of their comfort zone and explore the outdoors. The day was founded in 2005 by the American Hiking Society to celebrate the joys of hiking and to promote healthy mental and physical exercise. So go on, dust off those hiking boots and find your favorite trail!","National Take a Hike Day is an annual event to get outdoors and explore nature. Whether it’s through a short walk in the park or an all-day hike in the mountains, it’s a great way to get some fresh air and explore nature while staying safe. Celebrate and enjoy the beauty of nature!",,,
325,Name Your PC Day,11,20,/static/media/holiday_images/11-november/11-20-name_your_pc_day.jpg,"Name Your PC Day celebrates the unique stories, people, and memories tied to our computers. From the first MacIntosh to modern day PC gamers, each PC is a living archive of our digital lives. Originally started in 1985, Name Your PC Day is a reminder to give our computers a person name — reflecting the memories and stories we have shared with them.","""Name Your PC Day is the annual day of celebrating the joys of owning a personal computer. On this day, everyone can show off their machine and give it a creative and meaningful name to express their unique connection with it. Let the fun begin!""",,,
326,World Hello Day,11,21,/static/media/holiday_images/11-november/11-21-world_hello_day.jpg,"World Hello Day is an annual event that encourages peace and understanding between people of different cultures and faiths. Established in 1973 as a response to the Yom Kippur War, it promotes communication and connecting with each other to create a more peaceful environment. Millions of people around the world participate by simply saying hello to at least 10 people.","World Hello Day is an annual event celebrated around the globe. It encourages people to take a moment to greet one another as a way to promote peace in the world. Participants are encouraged to say hello to at least 10 people, in 10 different languages, to help bridge the cultural divides between individuals both near and far.",,,
321,National Fast Food Day,11,16,/static/media/holiday_images/11-november/11-16-national_fast_food_day.jpg,"National Fast Food Day is the ultimate celebration of all things quick and delicious! It commemorates the opening of the first fast-food restaurant, which was founded in 1919. Enjoy a jaunt to your local joint, and indulge in a guilty pleasure to honor this special day!","National Fast Food Day is a day to celebrate delicious food on the go! Enjoy your favorite burger, fries, burrito, or shake while soaking up the flavors of the day. Festivities include greasy giveaways, exclusive discounts, and sugary surprises. Get out there and celebrate!",,,
324,National Play Monopoly Day,11,19,/static/media/holiday_images/11-november/11-19-national_play_monopoly_day.jpg,"National Play Monopoly Day celebrates the iconic board game. Every year, avid fans and newcomers alike gather to play. Originating in 1933, it has been a beloved pastime for decades. Roll the dice and make your best moves!","Celebrate National Play Monopoly Day today! Enjoy this classic game with family and friends, but watch out for those dreaded properties on the board! Test your luck, strategy, and patience as you compete for the ultimate monopoly win!",,,
328,National Espresso Day,11,23,/static/media/holiday_images/11-november/11-23-national_espresso_day.jpg,"National Espresso Day is celebrated in honour of the Italian drink. The drink has roots in Italian culture, tracing back to the early 1900s. Celebrate with a steaming cup of your favourite espresso blend - and don't forget the biscotti!","National Espresso Day is an annual celebration of everyone’s favorite pick-me-up drink. On this day, coffee lovers can indulge in new flavor combinations, espresso-centric dishes, and of course, a few espresso drinks! So come out and celebrate National Espresso Day with your friends and taste all the wonderful espresso-based drinks!",,,
331,National Cake Day,11,26,/static/media/holiday_images/11-november/11-26-national_cake_day.jpg,"National Cake Day is the perfect excuse to indulge in some delicious baked goods! Celebrated annually, National Cake Day stems from the tradition of baking cakes to celebrate Christmas; though usually made with festive spices and fruit, these cakes were often enjoy throughout the winter season. So take part in this tasty holiday and savor a scrumptious slice!","National Cake Day is a day for celebrating the universal symbol of celebration. Whether it's a birthday, wedding, or other milestone, cake has been part of it all! Celebrate this special day with a slice of your favorite cake. Make it an extra sweet celebration!",,,
334,Electronic Greetings Day,11,29,/static/media/holiday_images/11-november/11-29-electronic_greetings_day.jpg,"Electronic Greetings Day is a special day celebrated each year. It's a day to show your appreciation for friends and family by sending them something special. The day was created to bring a sense of fun to the internet, with e-cards, emails, and more. The date was chosen to honour a historic event: the first electronic greeting sent in 1994, by an ATP employee. Celebrate today - show your friends and family some love!","Electronic Greetings Day has come around again! This day is an occasion to appreciate all the technology that allows us to send our sentiments to the ones we care about, no matter where they may be. Take the time to show a loved one how much you care through an online card, video call, or the timeless, textual message.",,,
335,Computer Security Day,11,30,/static/media/holiday_images/11-november/11-30-computer_security_day.jpg,"Computer Security Day, held annually, is an occasion to celebrate the advances in digital safety. It began in 1988 to raise awareness of the need to secure the use of computer technology and to promote security education. Celebrate and protect yourself by learning about the latest security methods.","Computer Security Day celebrates the importance of staying safe online. Security tools and best practices for securing computer systems are highlighted, and it's a good reminder to practice safe habits to protect against viruses, hackers, and other threats.",,,
330,Buy Nothing Day,11,25,/static/media/holiday_images/11-november/11-25-buy_nothing_day.jpg,"Buy Nothing Day is an annual global event that encourages people to abstain from shopping, and take a day to think about their consumer habits and their impact on the planet. It was founded in 1992 by Canadian artist Ted Dave to raise awareness about overconsumption and the environmental destruction that society’s obsession with buying can cause.",Buy Nothing Day is an annual global event that promotes conscious consumerism by encouraging people to shop less and appreciate what they already have. It is a day to remind us of the value of living simply and sustainably.,,,
333,National French Toast Day,11,28,/static/media/holiday_images/11-november/11-28-national_french_toast_day.jpg,"Celebrate National French Toast Day! This sweet treat has been enjoyed for centuries, with its earliest known recipe dating back to the 4th or 5th century. Invite friends and family to share in the deliciousness of this classic breakfast favorite!","National French Toast Day is an annual celebration of the classic breakfast dish. Whether served with fruit or syrup, French toast has been around for centuries. Today, let's take a moment to appreciate the ultimate comfort food - warm, crunchy, and delicious. Celebrate National French Toast Day with your favorite recipe!",,,
340,National Blue Jeans Day,12,5,/static/media/holiday_images/12-december/12-5-national_blue_jeans_day.jpg,"National Blue Jeans Day is an annual celebration of denim and its role in American culture. Every year since 2003, people around the world have gathered to recognize the benefits of jeans, from its comfort to its practicality. Jeans originated in the 19th century as bib overalls, becoming popular among American blue-collar workers. Today, it is one of the most universally beloved sartorial choices, making appearances in both everyday wardrobes and on the runways!","National Blue Jeans Day is a time to celebrate and remember the humble blue jeans that have become a wardrobe staple. All around the world, jeans have come to symbolize freedom, self-expression, and resilience. Celebrate this timeless fashion staple and use the hashtag #NationalBlueJeansDay to join in the fun!",,,
343,National Brownie Day,12,8,/static/media/holiday_images/12-december/12-8-national_brownie_day.jpg,"National Brownie Day is celebrated each year in honour of the unique chocolate treat. Thought to have first appeared in recipes in America in the late 19th century, brownies are a beloved dessert. Celebrate National Brownie Day by indulging in your favourite variety!","Celebrate National Brownie Day today! Enjoy a delicious brownie and indulge in this classic, chocolatey treat. From classic recipes to modern twists, brownies offer something for everyone. So don't miss out - grab your pan and get baking! #NationalBrownieDay",,,
344,National Llama Day,12,9,/static/media/holiday_images/12-december/12-9-national_llama_day.jpg,"National Llama Day is an unofficial holiday celebrating the majesty of the llama. It was founded in 2011 by llama lovers around the world as a day to appreciate and learn about the animals. Since then, National Llama Day has become an international phenomenon, with events and activities held globally to honor the beloved species.","National Llama Day is an annual celebration of these unique and amazing creatures. On this day, people all around the world come together to appreciate Llamas, their culture, and contributions to the world. Whether you’re in the mood for partying with a Llama-themed celebration, or just taking a moment to appreciate their grandeur, National Llama Day is the perfect way to recognize these brilliant animals.",,,
346,National Have a Bagel Day,12,11,/static/media/holiday_images/12-december/12-11-national_have_a_bagel_day.jpg,"On National Have a Bagel Day, enjoy a bagel with your favorite topping and honor the time-honored tradition of bagel baking. Bagels have been a part of New York culture since the late 1800's when Eastern European Jews settled in the area. Celebrated for their delicious flavor and convenience, bagels are an integral part of life in the United States. Today, it's a great way to recognize this unique food item and enjoy a delicious","Celebrate National Have a Bagel Day today! Whether you like traditional plain, sesame, poppy, or something more innovative - grab a bagel and enjoy! This celebration is a great excuse to indulge your favorite flavor and celebrate the deliciousness of the bagel.",,,
339,National Sock Day,12,4,/static/media/holiday_images/12-december/12-4-national_sock_day.jpg,"National Sock Day is a day to celebrate the fun and comfort of everyone's favorite foot accessory! It's celebrated every year and is believed to have started in the USA back in 2016 as a way to encourage people to donate new socks to those in need. Celebrate the versatile power of the humble sock - wear your wildest, craziest pair!",National Sock Day is today and it's the perfect time to show off your favourite fun and funky socks! Bring out all the brightest and most interesting socks you can find for a truly unique and memorable celebration!,,,
342,Letter Writing Day,12,7,/static/media/holiday_images/12-december/12-7-letter_writing_day.jpg,"Letter Writing Day celebrates the timeless art of sending letters. From heartfelt thank-yous to well-wishes, this day encourages us to express ourselves through writing, one stitch at a time. With a history dating back to the 16th century, letter writing is a classic pursuit shared by people of all ages and backgrounds. Step away from the screen and put pen to paper today!","Letter Writing Day is an opportunity to slow down and take a moment to connect with family and friends. Celebrate with a handwritten note or card, sent through the post or exchanged in person. Share your thoughts, memories, and well-wishes on this special day of celebration.",,,
